,latitud,longitud,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_type_Casa,property_type_Departamento,property_type_PH
118933,-34.6210430867,-58.4633626234,4.0,3.0,105.0,90.0,0,1,0
118937,-34.6239202,-58.4447947,1.0,1.0,36.0,33.0,0,1,0
118942,-34.612971,-58.3860538,2.0,1.0,40.0,40.0,0,1,0
118943,-34.6118336,-58.3797272,5.0,3.0,153.0,153.0,0,1,0
118944,-34.6240219,-58.3690198656,2.0,1.0,45.0,40.0,0,1,0
118953,-34.5828068,-58.4482828,1.0,1.0,42.0,37.0,0,1,0
118978,-34.59343876320982,-58.40202233299449,4.0,3.0,92.0,90.0,0,1,0
118980,-34.6030116,-58.3880218,2.0,1.0,38.0,38.0,0,1,0
118993,-34.6001479,-58.4315036,2.0,1.0,41.0,38.0,0,1,0
119003,-34.6189996,-58.3605534,2.0,1.0,65.0,60.0,0,1,0
119004,-34.6175362,-58.3627326,1.0,1.0,48.0,45.0,0,1,0
119014,-34.6180817,-58.392666,3.0,2.0,40.0,40.0,0,1,0
119015,-34.5768279,-58.4953107,2.0,1.0,52.51446995040818,36.0,0,1,0
119020,-34.5789357,-58.4889871,4.0,3.0,140.0,130.0,0,1,0
119021,-34.5796903513,-58.4753829044,2.0,1.0,59.0,59.0,0,1,0
119053,-34.6324592,-58.3903407,3.0,2.0,70.0,67.0,0,1,0
119057,-34.6391645,-58.4828905,3.0,2.0,74.6226850696702,50.0,0,1,0
119160,-34.5641838,-58.4875751,5.0,4.0,151.21896634385752,110.0,0,0,1
119178,-34.6251103,-58.4581381,1.0,1.0,29.0,26.0,0,1,0
119184,-34.5437226,-58.4643004,1.0,1.0,33.0,33.0,0,1,0
119185,-34.5966795137,-58.3758287381,1.0,1.0,75.0,39.76109652342252,0,1,0
119187,-34.6114447,-58.4209936,1.0,1.0,41.0,36.0,0,1,0
119188,-34.6037383,-58.4208993,1.0,1.0,66.0,58.0,0,1,0
119190,-34.6037383,-58.4208993,1.0,1.0,50.0,46.0,0,1,0
119194,-34.581372,-58.408388,1.0,1.0,33.0,27.0,0,1,0
119209,-34.6123880214,-58.4987801079,1.0,1.0,35.0,20.943740028315545,0,1,0
119211,-34.6123880214,-58.4987801079,1.0,1.0,35.0,20.943740028315545,0,1,0
119214,-34.6123880214,-58.4987801079,1.0,1.0,35.0,20.943740028315545,0,1,0
119216,-34.612511641,-58.498844481,1.0,1.0,38.0,22.35504176544857,0,1,0
119217,-34.612511641,-58.498844481,1.0,1.0,38.0,22.35504176544857,0,1,0
119221,-34.5902194,-58.395788,1.0,1.0,34.0,34.0,0,1,0
119253,-34.5444888,-58.4606358,2.0,1.0,43.0,39.0,0,1,0
119254,-34.5535139,-58.4610366,2.0,1.0,60.0,60.0,0,1,0
119257,-34.5535139,-58.4610366,2.0,1.0,52.0,52.0,0,1,0
119261,-34.5973636,-58.372987,2.0,1.0,40.0,40.0,0,1,0
119263,-34.6088168,-58.4305617,2.0,1.0,47.0,42.0,0,1,0
119266,-34.5769553,-58.4398077,2.0,1.0,52.0,52.0,0,1,0
119270,-34.5820469,-58.4112942,2.0,1.0,74.0,74.0,0,1,0
119272,-34.5872511,-58.4229959,2.0,1.0,43.0,39.0,0,1,0
119286,-34.56251995666168,-58.453841022697546,2.0,1.0,50.0,40.0,0,1,0
119287,-34.5507963157,-58.4545859761,2.0,1.0,57.0,52.0,0,1,0
119290,-34.5585119,-58.4600407,2.0,1.0,57.0,57.0,0,1,0
119296,-34.6125955256,-58.4988391165,2.0,1.0,57.0,47.026805048903796,0,1,0
119297,-34.6125955256,-58.4988391165,2.0,1.0,57.0,47.026805048903796,0,1,0
119298,-34.6125955256,-58.4988391165,2.0,1.0,57.0,47.026805048903796,0,1,0
119304,-34.6028911622,-58.4007952582,2.0,1.0,37.0,37.0,0,1,0
119307,-34.6040990107,-58.396587587,2.0,1.0,35.0,35.0,0,1,0
119310,-34.631276,-58.4542652,2.0,1.0,45.0,40.0,0,1,0
119312,-34.6271551252,-58.3730429111,2.0,1.0,60.0,48.43810678603681,0,1,0
119339,-34.6132815,-58.3624946,2.0,1.0,153.0,153.0,0,1,0
119340,-34.570723,-58.495989,2.0,1.0,45.0,39.0,0,1,0
119374,-34.5551149,-58.4646075,3.0,2.0,76.0,73.0,0,1,0
119381,-34.6114447,-58.4209936,3.0,2.0,79.0,72.0,0,1,0
119386,-34.5823429,-58.4322374,3.0,2.0,78.0,78.0,0,1,0
119390,-34.5773672,-58.4392644,3.0,2.0,90.0,90.0,0,1,0
119398,-34.5557703,-58.4577542,3.0,2.0,80.0,80.0,0,1,0
119399,-34.5574916,-58.4503825,3.0,2.0,104.0,65.0,0,1,0
119408,-34.6261307,-58.4466014,3.0,2.0,68.0,64.0,0,1,0
119429,-34.6855072,-58.4671636,3.0,2.0,73.61081472480572,49.0,0,1,0
119430,-34.670737,-58.48495,3.0,2.0,66.0,46.0,0,0,1
119437,-34.6105801,-58.3603773,3.0,2.0,160.0,160.0,0,1,0
119439,-34.5789475,-58.4737864,3.0,2.0,115.0,57.0,0,1,0
119440,-34.5702597,-58.4961653,3.0,2.0,60.0,60.0,1,0,0
119475,-34.5887491328,-58.3750795083,4.0,3.0,115.0,115.0,1,0,0
119479,-34.5905033,-58.4088623,4.0,3.0,99.76651122352565,67.0,0,1,0
119481,-34.565424,-58.4357266,4.0,3.0,152.0,152.0,0,1,0
119482,-34.5658073,-58.4369318,4.0,3.0,160.0,145.0,0,1,0
119484,-34.5818342978242,-58.42465082921276,4.0,3.0,100.0,100.0,0,1,0
119494,-34.56251995666168,-58.453841022697546,4.0,3.0,150.0,130.0,0,1,0
119496,-34.5585642,-58.4460404,4.0,3.0,113.0,113.0,0,1,0
119497,-34.5622944,-58.4431832,4.0,3.0,177.0,177.0,0,1,0
119498,-34.5571448,-58.4636301,4.0,3.0,118.99204777595072,86.0,0,1,0
119499,-34.5657173,-58.4652388,4.0,3.0,114.0,105.0,0,1,0
119500,-34.573211,-58.461678,4.0,4.0,139.0,130.0,0,1,0
119501,-34.5476899,-58.4431707,4.0,3.0,110.0,100.0,0,1,0
119502,-34.5676858,-58.4462836,4.0,3.0,380.0,380.0,0,1,0
119504,-34.56251995666168,-58.453841022697546,4.0,3.0,153.0,122.0,0,1,0
119509,-34.6334241,-58.4888845,4.0,3.0,177.0,94.0,0,0,1
119510,-34.6310925,-58.4895548,4.0,3.0,108.0,96.0,0,1,0
119514,-34.6248068,-58.4381577,4.0,3.0,92.0,88.0,0,1,0
119518,-34.5736815756,-58.4382349983,4.0,3.0,150.0,130.0,0,1,0
119532,-34.5973959,-58.4039133,4.0,3.0,103.0,94.0,0,1,0
119533,-34.5861088,-58.4037974,4.0,3.0,112.0,104.0,0,1,0
119534,-34.6186933,-58.4960011,4.0,3.0,214.0,101.0,0,0,1
119535,-34.597733,-58.4265242,4.0,3.0,162.0,127.88940374511843,0,1,0
119536,-34.60983,-58.523745,4.0,3.0,126.0,126.0,1,0,0
119537,-34.6934443,-58.4709025,4.0,3.0,115.0,115.0,0,0,1
119538,-34.684090161,-58.4643124725,4.0,3.0,97.7427705337967,65.0,0,1,0
119540,-34.6112439,-58.3605458,4.0,2.0,220.0,220.0,0,1,0
119541,-34.6104972,-58.3602957,4.0,3.0,334.0,334.0,0,1,0
119552,-34.599546,-58.494986,4.0,3.0,108.0,94.0,0,1,0
119565,-34.5835264,-58.4156687,5.0,3.0,144.0,132.0,0,1,0
119578,-34.629726,-58.453008,5.0,4.0,286.0,276.0,0,1,0
119585,-34.5933257,-58.4050871,5.0,4.0,220.0,220.0,0,1,0
119601,-34.6268828,-58.5080809,6.0,4.0,93.0,90.0,0,0,1
119638,-34.5821848,-58.4015403,8.0,4.0,360.0,360.0,0,1,0
119639,-34.5784914,-58.4081679,8.0,4.0,366.0,366.0,0,1,0
119905,-34.5955504,-58.3956835,4.0,3.0,191.0,150.0,0,1,0
119998,-34.6309330761,-58.4649322938,1.0,1.0,35.0,31.0,0,1,0
120006,-34.5416101,-58.473381,1.0,1.0,42.0,37.0,0,1,0
120007,-34.554053,-58.4366365,1.0,1.0,42.0,35.0,0,1,0
120008,-34.5497884,-58.4694963,1.0,1.0,37.0,34.0,0,1,0
120011,-34.6002999,-58.420706,1.0,1.0,44.0,40.0,0,1,0
120015,-34.6158785,-58.4255113,1.0,1.0,38.0,35.0,0,1,0
120017,-34.5777242,-58.4704527,1.0,1.0,40.0,37.0,0,1,0
120021,-34.6462703,-58.5201662,1.0,1.0,40.0,35.0,0,1,0
120023,-34.58158848,-58.42604909,1.0,1.0,25.0,25.0,0,1,0
120024,-34.5854618,-58.4415222,1.0,1.0,38.0,36.0,0,1,0
120026,-34.5672294861,-58.4319770336,1.0,1.0,40.0,37.0,0,1,0
120030,-34.587715,-58.439863,1.0,1.0,36.0,33.0,0,1,0
120035,-34.583328,-58.4214541,1.0,1.0,43.0,37.0,0,1,0
120038,-34.5956442,-58.4169382,1.0,1.0,31.0,19.06200437880485,0,1,0
120042,-34.5788915,-58.440054,1.0,1.0,37.0,37.0,0,1,0
120061,-34.6431423,-58.3765053,1.0,1.0,44.0,40.0,0,1,0
120070,-34.563005,-58.453674,1.0,1.0,36.0,32.0,0,1,0
120071,-34.5651955,-58.4550104,1.0,1.0,34.0,34.0,0,1,0
120098,-34.5902194,-58.395788,1.0,1.0,34.0,34.0,0,1,0
120100,-34.585918,-58.3874866,1.0,1.0,146.7713444905611,137.0,0,1,0
120109,-34.602849,-58.4330622,1.0,1.0,43.0,36.0,0,1,0
120112,-34.602849,-58.4330622,1.0,1.0,37.0,30.0,0,1,0
120114,-34.6120923,-58.4385756,1.0,1.0,32.0,30.0,0,1,0
120115,-34.5891506,-58.4501196,1.0,1.0,35.0,32.0,0,1,0
120116,-34.6455792,-58.4945585,1.0,1.0,41.0,38.0,0,1,0
120118,-34.613487,-58.3775329,1.0,1.0,26.0,26.0,0,1,0
120131,-34.5905251,-58.4750643,1.0,1.0,34.0,30.0,0,1,0
120133,-34.6017897,-58.3971542,1.0,1.0,36.0,30.0,0,1,0
120136,-34.6023951,-58.3910706,1.0,1.0,27.0,27.0,0,1,0
120138,-34.6101668,-58.5147057,1.0,1.0,50.0,44.0,0,1,0
120143,-34.6189996,-58.3605534,1.0,1.0,51.0,45.0,0,1,0
120147,-34.5737073286,-58.4891477545,1.0,1.0,97.0,35.0,0,1,0
120148,-34.564483,-58.4834028,1.0,1.0,61.0,46.0,0,1,0
120149,-34.5728906,-58.4781853,1.0,1.0,41.0,38.0,0,1,0
120204,-34.6264228436,-58.3632839037,2.0,1.0,43.0,43.0,0,1,0
120206,-34.6380361,-58.4171981,2.0,1.0,58.585692019595044,42.0,0,1,0
120209,-34.6274269967,-58.4206598998,2.0,1.0,49.0,45.0,0,1,0
120210,-34.62163,-58.4233531,2.0,1.0,56.0,45.0,0,0,1
120211,-34.636687,-58.4216989,2.0,1.0,56.0,52.0,0,1,0
120238,-34.6335078,-58.4740813,2.0,2.0,80.0,76.0,0,1,0
120239,-34.6243137,-58.4726956,2.0,1.0,40.0,40.0,0,1,0
120241,-34.6309412,-58.468114,2.0,1.0,48.0,45.0,0,1,0
120242,-34.6309412,-58.468114,2.0,1.0,48.0,45.0,0,1,0
120266,-34.5544499,-58.460838,2.0,1.0,70.0,66.0,0,1,0
120270,-34.5462891845,-58.4581999963,2.0,1.0,46.0,44.0,0,1,0
120271,-34.553719,-58.461749,2.0,1.0,114.0,60.0,0,1,0
120274,-34.5564332,-58.467431,2.0,1.0,63.0,53.0,0,1,0
120275,-34.550026,-58.4700105,2.0,1.0,69.0,66.0,0,1,0
120278,-34.5516437,-58.4678907,2.0,1.0,40.0,38.0,0,1,0
120279,-34.5379165,-58.4659212,2.0,1.0,74.0,68.0,0,1,0
120283,-34.5908356,-58.3839518,2.0,1.0,35.0,35.0,0,1,0
120284,-34.591336,-58.380833,2.0,1.0,67.0,67.0,0,1,0
120286,-34.6141697,-58.4274843,2.0,1.0,32.0,32.0,0,1,0
120287,-34.6116702,-58.4300431,2.0,1.0,44.41950719149236,28.0,0,1,0
120291,-34.6175794,-58.4180762,2.0,1.0,53.0,48.0,0,1,0
120293,-34.564724,-58.4831041,2.0,1.0,61.0,61.0,0,0,1
120296,-34.5902935,-58.4188578,2.0,1.0,35.0,35.0,0,1,0
120297,-34.5788605226,-58.4239353217,2.0,1.0,40.0,33.0,0,1,0
120298,-34.5825669,-58.4046757,2.0,1.0,42.0,38.0,0,1,0
120299,-34.5894149,-58.4190435,2.0,1.0,61.0,56.0,0,1,0
120303,-34.5818342978242,-58.42465082921276,2.0,1.0,50.0,45.0,0,1,0
120307,-34.5874235,-58.4199886,2.0,1.0,39.0,39.0,0,1,0
120313,-34.5956573,-58.4145709,2.0,1.0,43.0,40.0,0,1,0
120314,-34.5791041,-58.4388945,2.0,1.0,50.0,45.0,0,1,0
120320,-34.5703551,-58.4319396,2.0,1.0,64.0,64.0,0,1,0
120370,-34.5564332,-58.467431,2.0,1.0,63.0,53.0,0,1,0
120372,-34.554356,-58.458076,2.0,1.0,60.0,51.0,0,1,0
120373,-34.5717272308,-58.4472682064,2.0,1.0,48.0,48.0,0,1,0
120375,-34.554356,-58.458076,2.0,1.0,60.0,51.0,0,1,0
120376,-34.5670753,-58.4787582,2.0,1.0,66.0,53.0,0,1,0
120378,-34.5603444,-58.4720967,2.0,1.0,42.0,39.0,0,1,0
120380,-34.5585119,-58.4600407,2.0,1.0,57.0,57.0,0,1,0
120384,-34.559934,-58.449854,2.0,1.0,50.0,45.0,0,1,0
120386,-34.5697457,-58.4766537,2.0,1.0,56.0,51.0,0,1,0
120405,-34.6335078,-58.4740813,2.0,1.0,44.0,44.0,0,1,0
120426,-34.5971189,-58.4054597,2.0,1.0,61.0,38.0,0,1,0
120427,-34.5899488706,-58.3836735037,2.0,1.0,35.0,35.0,0,1,0
120430,-34.548414,-58.482672,2.0,1.0,64.0,60.0,0,0,1
120432,-34.5568816,-58.488202,2.0,1.0,76.0,52.0,0,1,0
120433,-34.5545188,-58.4915986,2.0,1.0,48.0,44.0,0,1,0
120441,-34.6074854,-58.4521284,2.0,1.0,38.0,38.0,0,1,0
120442,-34.6227079,-58.4325894,2.0,1.0,54.0,46.0,0,1,0
120445,-34.624851,-58.434546,2.0,1.0,44.0,44.0,0,1,0
120450,-34.5902503,-58.4467878,2.0,1.0,43.0,37.0,0,1,0
120451,-34.5868538,-58.4526668,2.0,1.0,37.0,37.0,0,1,0
120455,-34.6588062,-58.5069843,2.0,1.0,44.0,40.0,0,0,1
120459,-34.620154,-58.3688514,2.0,1.0,69.7162658131043,53.0,0,1,0
120466,-34.5538805,-58.4731562,2.0,1.0,57.57382167473057,41.0,1,0,0
120483,-34.6410489,-58.501332,2.0,1.0,49.47885891581475,33.0,0,0,1
120499,-34.59414,-58.44319,2.0,1.0,47.0,44.0,0,1,0
120500,-34.59843427796116,-58.44032413463129,2.0,1.0,52.0,47.0,0,1,0
120502,-34.6032133,-58.4353892,2.0,1.0,52.0,43.0,0,1,0
120507,-34.59843427796116,-58.44032413463129,2.0,1.0,37.0,37.0,0,1,0
120509,-34.6101668,-58.5147057,2.0,1.0,60.0,52.0,0,1,0
120510,-34.617561,-58.520432,2.0,1.0,48.0,46.0,0,1,0
120511,-34.611826,-58.516024,2.0,1.0,49.0,49.0,0,1,0
120512,-34.617561,-58.520432,2.0,1.0,48.0,46.0,0,1,0
120513,-34.6101668,-58.5147057,2.0,1.0,51.0,44.20420157463775,0,1,0
120514,-34.5938176,-58.5070436,2.0,1.0,59.59756236445952,43.0,0,1,0
120515,-34.617561,-58.520432,2.0,1.0,43.0,41.0,0,1,0
120517,-34.6001866,-58.5023821,2.0,1.0,36.0,36.0,0,1,0
120523,-34.61125,-58.360528,2.0,1.0,79.0,75.0,0,1,0
120526,-34.6214167,-58.4103941,2.0,1.0,49.0,46.0,0,1,0
120529,-34.5841954,-58.4721474,2.0,1.0,42.395766501763404,26.0,0,0,1
120530,-34.5779205,-58.4819672,2.0,1.0,58.0,44.0,0,1,0
120532,-34.576363,-58.4877077,2.0,1.0,58.585692019595044,42.0,0,1,0
120581,-34.5993518,-58.4810146,2.0,1.0,58.0,50.0,0,1,0
120584,-34.612222,-58.4827937,2.0,1.0,40.0,36.0,0,1,0
120585,-34.6092828,-58.48653,2.0,1.0,49.0,40.0,0,1,0
120586,-34.6005371,-58.499734,2.0,1.0,31.0,30.0,0,1,0
120616,-34.6283028,-58.3666257,3.0,2.0,63.0,60.0,0,1,0
120640,-34.6449293,-58.4566049,3.0,2.0,52.0,52.0,0,1,0
120643,-34.6194533823,-58.4718827323,3.0,2.0,65.0,65.0,0,1,0
120644,-34.6274254,-58.467748,3.0,2.0,47.0,43.0,0,1,0
120645,-34.6335078,-58.4740813,3.0,2.0,80.0,76.0,0,1,0
120646,-34.6325182,-58.4663515,3.0,2.0,68.0,63.0,0,1,0
120658,-34.542321,-58.469903,3.0,2.0,48.0,48.0,0,0,1
120659,-34.5546389,-58.4651543,3.0,2.0,57.0,54.0,0,1,0
120660,-34.5488413,-58.465647,3.0,2.0,89.0,79.0,0,1,0
120661,-34.5447511,-58.4683407,3.0,2.0,104.0,96.0,0,1,0
120662,-34.5522462,-58.4618987,3.0,2.0,64.0,64.0,0,1,0
120663,-34.5977592,-58.3768334,3.0,2.0,54.0,50.0,0,1,0
120665,-34.6035782,-58.4313624,3.0,1.0,83.0,75.0,0,1,0
120666,-34.6212127323,-58.4187602693,3.0,2.0,75.0,75.0,0,1,0
120668,-34.6027489,-58.423885,3.0,2.0,107.0,107.0,0,1,0
120681,-34.5807389,-58.3982508,3.0,1.0,137.0,67.0,0,1,0
120684,-34.5742334,-58.4233549,3.0,2.0,97.0,91.0,0,1,0
120685,-34.5805548,-58.4068588,3.0,2.0,71.0,64.0,0,1,0
120688,-34.5818191,-58.4307325,3.0,2.0,98.0,98.0,0,1,0
120692,-34.5913355,-58.4258415,3.0,2.0,89.0,70.0,0,1,0
120696,-34.5824614,-58.4047098,3.0,2.0,69.0,65.0,0,1,0
120697,-34.5893632,-58.4347233,3.0,2.0,121.0,76.0,0,1,0
120699,-34.5802615,-58.4092924,3.0,2.0,66.52772231075438,42.0,0,0,1
120701,-34.5841026,-58.4080162,3.0,2.0,125.21620231289407,100.0,0,1,0
120751,-34.6399882,-58.3746133,3.0,2.0,78.0,72.0,0,1,0
120753,-34.5633115387,-58.4624338228,3.0,2.0,111.0,100.0,0,1,0
120758,-34.5622328,-58.4691773,3.0,2.0,64.0,56.0,0,1,0
120760,-34.559388,-58.4498456,3.0,2.0,60.0,56.0,0,1,0
120761,-34.5590413,-58.4664215,3.0,2.0,78.0,73.0,0,1,0
120762,-34.563005,-58.453674,3.0,2.0,79.0,66.0,0,1,0
120766,-34.5674397,-58.4322919,3.0,2.0,100.0,96.0,0,1,0
120767,-34.6127576803,-58.3941566492,3.0,2.0,52.0,52.0,0,1,0
120785,-34.6335078,-58.4740813,3.0,2.0,80.0,76.0,0,1,0
120786,-34.6201371,-58.5145374,3.0,2.0,65.0,65.0,0,0,1
120802,-34.6134857,-58.4774793,3.0,2.0,175.0,135.0,1,0,0
120807,-34.5915398,-58.4067982,3.0,2.0,60.0,60.0,0,1,0
120809,-34.5902286,-58.4006068,3.0,2.0,66.0,66.0,0,1,0
120810,-34.5854791625,-58.4060011122,3.0,2.0,71.0,65.0,0,1,0
120817,-34.5952295,-58.4093008,3.0,2.0,73.0,73.0,0,1,0
120818,-34.5921089,-58.4074334,3.0,2.0,85.0,83.0,0,1,0
120819,-34.546259,-58.478215,3.0,2.0,80.0,80.0,0,1,0
120824,-34.6067384,-58.3894258,3.0,2.0,77.0,75.0,0,1,0
120825,-34.6103599,-58.411829,3.0,2.0,67.0,59.0,0,1,0
120826,-34.6002127,-58.4033994,3.0,2.0,55.0,50.0,0,1,0
120827,-34.6067384,-58.3894258,3.0,2.0,76.0,75.0,0,1,0
120828,-34.6127576803,-58.3941566492,3.0,2.0,52.0,52.0,0,1,0
120832,-34.6303438,-58.451088,3.0,2.0,72.0,63.0,0,1,0
120833,-34.6079578,-58.4499319,3.0,2.0,84.0,67.0,0,1,0
120834,-34.6196597,-58.4551305,3.0,2.0,61.0,54.0,0,1,0
120836,-34.626692,-58.429904,3.0,2.0,81.0,74.0,0,1,0
120837,-34.6175672,-58.4376465,3.0,2.0,52.0,51.0,0,1,0
120839,-34.6087362,-58.4304911,3.0,2.0,83.7295181734505,59.0,0,0,1
120841,-34.6178686,-58.4505299,3.0,2.0,63.0,63.0,0,1,0
120842,-34.624025,-58.4503966,3.0,2.0,82.0,72.0,0,1,0
120844,-34.60564,-58.459923,3.0,2.0,50.0,50.0,0,0,1
120846,-34.5816886,-58.4511583,3.0,2.0,75.0,70.0,0,1,0
120848,-34.6663627,-58.5099591,3.0,2.0,44.0,44.0,0,0,1
120849,-34.6632599,-58.5126107,3.0,2.0,81.0,70.0,0,0,1
120853,-34.572507,-58.4470466,3.0,2.0,97.0,60.0,0,1,0
120871,-34.6128396974,-58.5068731794,3.0,2.0,142.0,84.0,0,0,1
120880,-34.5902286,-58.4006068,3.0,2.0,66.0,66.0,0,1,0
120881,-34.5965002,-58.4110087,3.0,2.0,180.0,90.0,0,0,1
120887,-34.600853,-58.3740489,3.0,2.0,69.0,69.0,0,1,0
120888,-34.6024,-58.4417,3.0,2.0,90.0,80.0,0,0,1
120889,-34.5895606,-58.435294,3.0,2.0,160.0,67.0,0,0,1
120890,-34.60226,-58.441089,3.0,2.0,72.0,56.0,0,1,0
120892,-34.5930446,-58.5182801,3.0,2.0,60.0,48.0,0,0,1
120893,-34.611826,-58.516024,3.0,2.0,84.0,62.0,0,1,0
120895,-34.6128396974,-58.5068731794,3.0,2.0,142.0,84.0,0,0,1
120896,-34.60352493622869,-58.511601509667905,3.0,2.0,62.0,55.0,0,1,0
120897,-34.6168682,-58.521516,3.0,2.0,71.0,64.0,0,1,0
120905,-34.6105801,-58.3603773,3.0,2.0,160.0,160.0,0,1,0
120906,-34.6100394,-58.3615888,3.0,2.0,170.0,170.0,0,1,0
120908,-34.6032854,-58.3633761,3.0,2.0,145.0,104.15850828641855,0,1,0
120909,-34.6105801,-58.3603773,3.0,2.0,188.0,188.0,0,1,0
120911,-34.5690132501,-58.4924733074,3.0,2.0,100.0,65.0,0,1,0
120935,-34.6293233,-58.4355372,3.0,2.0,82.0,72.0,0,1,0
120939,-34.6137547,-58.4777683,3.0,2.0,105.0,75.0,0,1,0
120942,-34.6137547,-58.4777683,3.0,2.0,105.0,105.0,0,1,0
120943,-34.6004535,-58.4923283,3.0,2.0,83.0,76.0,0,1,0
120944,-34.5814358,-58.4992858,3.0,2.0,100.0,66.0,0,1,0
120952,-34.6194533823,-58.4718827323,3.0,2.0,65.0,65.0,0,1,0
120967,-34.6212127323,-58.4187602693,4.0,3.0,75.0,75.0,0,1,0
121016,-34.5457433,-58.4590301,4.0,3.0,210.0,173.0,0,1,0
121017,-34.5579023,-58.4688319,4.0,3.0,88.0,82.0,0,1,0
121018,-34.5880569,-58.383554,4.0,3.0,178.6923981229549,145.0,0,1,0
121020,-34.6178153,-58.4214623,4.0,3.0,138.21758432837584,105.0,0,0,1
121023,-34.5600525,-58.4687759,4.0,2.0,132.0,103.0,0,1,0
121025,-34.565106,-58.4813496,4.0,3.0,120.0,110.0,0,1,0
121032,-34.5830394,-58.4123201,4.0,2.0,103.0,96.0,0,1,0
121035,-34.585593,-58.417993,4.0,3.0,127.0,95.0,0,1,0
121036,-34.586441,-58.408709,4.0,3.0,151.0,122.71463070896401,0,1,0
121038,-34.5874149,-58.4388768,4.0,3.0,110.0,103.42684030147936,0,1,0
121057,-34.6305168,-58.3771427,4.0,3.0,130.0,119.0,0,1,0
121058,-34.6425,-58.374,4.0,3.0,86.0,75.0,0,1,0
121059,-34.6273264,-58.3753176,4.0,3.0,97.0,97.0,0,1,0
121060,-34.6322715,-58.3758417,4.0,3.0,76.0,70.0,0,1,0
121062,-34.56251995666168,-58.453841022697546,4.0,3.0,153.0,122.0,0,1,0
121064,-34.5633221,-58.4493525,4.0,3.0,117.0,110.0,0,1,0
121084,-34.59211759327564,-58.396030216759115,4.0,3.0,115.0,96.0,0,1,0
121085,-34.5952295,-58.4093008,4.0,2.0,73.0,73.0,0,1,0
121090,-34.5947189,-58.3933343,4.0,2.0,90.0,80.0,0,1,0
121091,-34.5957374,-58.4029087,4.0,2.0,89.0,79.0,0,1,0
121092,-34.5870043,-58.3861855,4.0,3.0,156.0,143.0,0,1,0
121103,-34.619907,-58.439728,4.0,3.0,94.0,85.0,0,1,0
121107,-34.6266095,-58.439831,4.0,3.0,121.0,91.0,0,1,0
121108,-34.624851,-58.434546,4.0,3.0,99.0,89.0,0,1,0
121109,-34.6287605,-58.4532243,4.0,3.0,172.0,151.0,0,1,0
121110,-34.6141713,-58.434413,4.0,3.0,83.0,81.0,0,1,0
121114,-34.6218725808,-58.3816552677,4.0,3.0,93.0,93.0,0,1,0
121116,-34.6273264,-58.3753176,4.0,3.0,97.0,97.0,0,1,0
121117,-34.6218725808,-58.3816552677,4.0,3.0,93.0,93.0,0,1,0
121141,-34.6392248,-58.4973042,4.0,3.0,65.0,61.0,0,1,0
121147,-34.593697269,-58.3785671989,4.0,3.0,163.51434294998774,130.0,0,1,0
121150,-34.6039995568,-58.3916447589,4.0,3.0,63.0,57.0,0,1,0
121151,-34.5989984,-58.4518379,4.0,4.0,120.0,110.0,0,1,0
121152,-34.6012033,-58.4371659,4.0,4.0,114.0,104.0,0,1,0
121154,-34.599598,-58.426981,4.0,3.0,118.0,110.0,0,1,0
121155,-34.5877287,-58.509243,4.0,3.0,167.56182432944564,134.0,1,0,0
121156,-34.5887758,-58.512229,4.0,3.0,267.0,207.0,1,0,0
121157,-34.6236369,-58.3855606,4.0,3.0,96.0,91.0,0,1,0
121158,-34.6218725808,-58.3816552677,4.0,3.0,93.0,93.0,0,1,0
121159,-34.6273264,-58.3753176,4.0,3.0,97.0,97.0,0,1,0
121162,-34.6073529,-58.361796,4.0,3.0,208.0,208.0,0,1,0
121164,-34.6104972,-58.3602957,4.0,3.0,334.0,334.0,0,1,0
121166,-34.6201149,-58.39276,4.0,3.0,140.0,79.0,0,0,1
121168,-34.6225438,-58.4035763,4.0,2.0,150.0,125.0,0,0,1
121185,-34.6483771,-58.4081336,4.0,3.0,167.0,97.0,0,0,1
121240,-34.6112354,-58.4142898,5.0,3.0,95.0,95.0,0,1,0
121242,-34.5638794,-58.4763354,5.0,4.0,298.0,158.0,1,0,0
121253,-34.6437382,-58.5166628,5.0,4.0,163.0,163.0,1,0,0
121254,-34.5736463,-58.4178541,5.0,3.0,310.0,295.0,0,1,0
121256,-34.5727349,-58.4205436,5.0,3.0,430.0,400.0,0,1,0
121258,-34.5776471,-58.4060644,5.0,4.0,252.0,252.0,0,1,0
121260,-34.6499616,-58.4118918,5.0,3.0,114.0,103.0,0,1,0
121271,-34.5530853,-58.4391114,5.0,3.0,225.0,225.0,0,1,0
121274,-34.5627452,-58.44094,5.0,4.0,191.0,191.0,0,1,0
121279,-34.592027,-58.388292,5.0,3.0,500.0,130.0,0,1,0
121281,-34.557444,-58.488172,5.0,3.0,212.0,172.0,1,0,0
121307,-34.5870133,-58.4749889,5.0,4.0,228.0,156.0,1,0,0
121309,-34.592027,-58.388292,5.0,3.0,144.0,132.0,0,1,0
121314,-34.6225103,-58.3966298,5.0,4.0,175.0,150.0,0,0,1
121316,-34.5770561236,-58.4851884844,5.0,3.0,117.0,107.0,0,1,0
121323,-34.6295828,-58.4276409,5.0,3.0,198.0,174.0,1,0,0
121384,-34.6433178,-58.4372862,6.0,4.0,237.0,187.0,1,0,0
