,latitud,longitud,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_type_Casa,property_type_Departamento,property_type_PH
2913,-34.6359921,-58.4492235,3.0,2.0,99.91944369128214,75.0,0,1,0
2917,-34.6347833,-58.4470777,4.0,3.0,65.0,61.0,0,1,0
2924,-34.6159875734,-58.4769147635,2.0,1.0,55.0,47.0,0,1,0
2925,-34.6159875734,-58.4769147635,2.0,1.0,55.0,47.0,0,1,0
2926,-34.6228141,-58.4796933,2.0,1.0,40.0,40.0,0,1,0
2927,-34.6038639,-58.5036269,3.0,2.0,92.0,56.0,0,1,0
2929,-34.5985997,-58.4915266,5.0,4.0,121.0,109.0,0,1,0
2930,-34.58751,-58.5019843,2.0,1.0,56.0,53.0,0,1,0
3013,-34.62129,-58.478079,4.0,3.0,130.0,83.0,0,0,1
3020,-34.6485112,-58.5253187,3.0,2.0,68.0,68.0,0,0,1
3024,-34.5962895442,-58.4178333053,3.0,2.0,45.0,45.0,0,0,1
3026,-34.5800731573,-58.4174175221,3.0,2.0,63.0,55.0,0,0,1
3029,-34.6475864,-58.3820986,4.0,4.0,188.0,159.0,0,0,1
3030,-34.636198,-58.3727562,4.0,3.0,272.0,182.0,0,0,1
3031,-34.557014,-58.4681604,2.0,1.0,35.0,35.0,0,0,1
3040,-34.601273,-58.4672021,4.0,3.0,136.0,100.0,0,0,1
3041,-34.5956814371,-58.3921408653,4.0,3.0,32.0,32.0,0,0,1
3042,-34.613229,-58.4119942,3.0,2.0,85.0,85.0,0,0,1
3044,-34.6291688511,-58.4549260458,5.0,4.0,334.0,239.0,0,0,1
3045,-34.6183063,-58.4407805,5.0,4.0,100.0,60.0,0,0,1
3046,-34.6600786,-58.5031222,4.0,3.0,278.0,163.0,0,0,1
3047,-34.6533115,-58.4961287,3.0,2.0,176.0,160.0,0,0,1
3048,-34.6154534804,-58.3837631593,3.0,2.0,72.0,66.0,0,0,1
3053,-34.5745973647,-58.4522652626,4.0,3.0,326.0,94.0,0,0,1
3066,-34.616353,-58.504692,3.0,2.0,121.0,58.0,0,0,1
3067,-34.5959181278,-58.440592289,2.0,1.0,45.0,45.0,0,0,1
3068,-34.5970474,-58.4392196,1.0,1.0,31.0,31.0,0,0,1
3071,-34.6235895064,-58.4015661478,15.0,15.0,355.0,215.0,0,0,1
3082,-34.6354444,-58.4097018,4.0,3.0,107.0,102.01553856434633,0,0,1
3084,-34.6085268,-58.4954943,4.0,3.0,150.0,150.0,0,0,1
3143,-34.636292,-58.461854,4.0,3.0,300.0,300.0,1,0,0
3208,-34.6529066921,-58.3935517598,4.0,3.0,153.395639501343,120.0,1,0,0
3245,-34.6196473598,-58.4110021591,5.0,4.0,293.0,201.0,1,0,0
3250,-34.65612,-58.5095075,6.0,3.0,275.0,275.0,1,0,0
3305,-34.6096953,-58.5277097,5.0,3.0,226.0,162.0,1,0,0
3526,-34.623977,-58.4245654,3.0,2.0,56.0,53.0,0,1,0
3527,-34.6279825,-58.4250008,2.0,1.0,49.0,43.0,0,1,0
3547,-34.6448156,-58.4562568,3.0,2.0,57.0,53.0,0,1,0
3548,-34.618647,-58.461166,2.0,1.0,61.0,56.0,0,1,0
3549,-34.6233229,-58.4551131,2.0,1.0,47.0,45.0,0,1,0
3550,-34.6364736,-58.4773686,4.0,3.0,150.0,137.0,0,1,0
3552,-34.636717,-58.471087,1.0,1.0,40.0,35.0,0,1,0
3553,-34.627596,-58.47274,3.0,2.0,66.0,59.0,0,1,0
3569,-34.5504738,-58.4533735,2.0,1.0,50.0,50.0,0,1,0
3570,-34.5416662,-58.4734779,1.0,1.0,39.0,36.0,0,1,0
3571,-34.5403551034,-58.4738501492,2.0,1.0,48.0,42.0,0,1,0
3573,-34.547221,-58.461568,3.0,2.0,70.0,67.0,0,1,0
3575,-34.5514839,-58.4678818,1.0,1.0,34.0,32.0,0,1,0
3576,-34.5482575,-58.4582438,3.0,2.0,82.0,78.0,0,1,0
3577,-34.5486641,-58.4708651,1.0,1.0,30.0,23.0,0,1,0
3578,-34.5388719,-58.4663845,3.0,2.0,65.0,60.0,0,1,0
3579,-34.5416662,-58.4734779,3.0,2.0,74.0,55.0,0,1,0
3585,-34.5992409,-58.3783259,2.0,1.0,30.0,30.0,0,1,0
3586,-34.5914212,-58.379684,4.0,3.0,123.0,123.0,0,1,0
3590,-34.596555,-58.374245,5.0,4.0,113.0,111.0,0,1,0
3593,-34.6021990161,-58.3840084076,3.0,2.0,48.0,40.0,0,1,0
3596,-34.6000001302,-58.430220399,2.0,1.0,40.0,40.0,0,1,0
3598,-34.6153553,-58.4258803,3.0,2.0,63.0,63.0,0,1,0
3600,-34.619756,-58.421623,1.0,1.0,50.0,37.0,0,1,0
3601,-34.615197,-58.418468,1.0,1.0,36.0,31.0,0,1,0
3603,-34.6168067,-58.4227334,2.0,1.0,40.0,34.0,0,1,0
3606,-34.5998876128,-58.4120346632,2.0,1.0,42.0,38.0,0,1,0
3610,-34.5604372,-58.4797382,2.0,1.0,59.0,53.0,0,1,0
3611,-34.5604372,-58.4797382,1.0,1.0,106.0,48.0,0,1,0
3613,-34.63667,-58.528495,2.0,1.0,48.0,41.0,0,1,0
3615,-34.6510459,-58.5145538,2.0,1.0,28.0,28.0,0,1,0
3633,-34.5845826,-58.4449172,1.0,1.0,51.0,43.0,0,1,0
3635,-34.572652,-58.440331,4.0,3.0,150.0,140.0,0,1,0
3638,-34.5800605,-58.4395272,2.0,1.0,56.0,49.0,0,1,0
3641,-34.595777,-58.416669,3.0,2.0,48.0,48.0,0,1,0
3642,-34.5845826,-58.4449172,1.0,1.0,51.0,43.0,0,1,0
3644,-34.5831617607,-58.3974721691,4.0,3.0,199.0,152.0,0,1,0
3645,-34.5766203251,-58.4388756752,2.0,1.0,39.0,39.0,0,1,0
3646,-34.5844078,-58.4267235,3.0,2.0,56.0,56.0,0,1,0
3648,-34.5863093,-58.4111747,3.0,2.0,97.0,81.57768049229018,0,1,0
3649,-34.581983,-58.412628,3.0,2.0,66.0,57.0,0,1,0
3651,-34.5674397,-58.4322919,3.0,2.0,100.0,92.0,0,1,0
3652,-34.5779401,-58.4229718,1.0,1.0,39.0,34.0,0,1,0
3653,-34.578825,-58.4111387,5.0,4.0,226.0,210.0,0,1,0
3654,-34.5861285,-58.4402676,1.0,1.0,41.0,35.0,0,1,0
3655,-34.564875,-58.4348502,4.0,3.0,136.0,124.0,0,1,0
3656,-34.5845826,-58.4449172,1.0,1.0,51.0,43.0,0,1,0
3658,-34.579804,-58.4284191,1.0,1.0,25.0,23.0,0,1,0
3659,-34.57572,-58.4407005,3.0,2.0,61.0,57.0,0,1,0
3660,-34.5800605,-58.4395272,2.0,1.0,74.0,33.0,0,1,0
3662,-34.5659255,-58.4374394,4.0,3.0,139.0,120.0,0,1,0
3663,-34.5881703,-58.4300908,2.0,1.0,39.0,39.0,0,1,0
3665,-34.5674397,-58.4322919,3.0,2.0,100.0,92.0,0,1,0
3666,-34.5870066,-58.4215971,4.0,3.0,118.0,118.0,0,1,0
3667,-34.5888045624,-58.4166339712,2.0,1.0,42.0,42.0,0,1,0
3668,-34.5890096,-58.4204631,2.0,1.0,44.0,40.0,0,1,0
3672,-34.585392,-58.4249489,3.0,2.0,69.0,68.4055309457153,0,1,0
3747,-34.6301468,-58.3714187,2.0,1.0,38.0,38.0,0,1,0
3750,-34.567992,-58.446859,4.0,3.0,157.0,153.0,0,1,0
3753,-34.5671404,-58.4580188,2.0,1.0,44.0,35.0,0,1,0
3756,-34.5659255,-58.4374394,4.0,3.0,139.0,120.0,0,1,0
3758,-34.56251995666168,-58.453841022697546,3.0,3.0,112.0,100.0,0,1,0
3760,-34.5663198,-58.4559752,3.0,2.0,82.0,79.0,0,1,0
3762,-34.5576535,-58.4471087,3.0,2.0,127.0,127.0,0,1,0
3763,-34.5642264,-58.4477246,5.0,3.0,206.0,180.0,0,1,0
3764,-34.5597831,-58.4446695,3.0,2.0,84.0,74.0,0,1,0
3765,-34.5562916,-58.4588082,1.0,1.0,24.0,24.0,0,1,0
3766,-34.56251995666168,-58.453841022697546,3.0,2.0,64.0,60.0,0,1,0
3767,-34.5614796831,-58.4625912153,2.0,1.0,47.0,47.0,0,1,0
3770,-34.557254,-58.445597,1.0,1.0,27.0,27.0,0,1,0
3772,-34.5703304355,-58.4626293182,5.0,4.0,181.0,143.0,0,1,0
3773,-34.5626635,-58.4551503,3.0,2.0,82.0,77.0,0,1,0
3801,-34.6381765694,-58.4853488531,3.0,2.0,142.0,67.0,0,1,0
3828,-34.590726,-58.402801,3.0,2.0,79.0,79.0,0,1,0
3830,-34.59211759327564,-58.396030216759115,1.0,1.0,28.382514141417204,20.0,0,1,0
3831,-34.591901,-58.39698,2.0,1.0,37.0,37.0,0,1,0
3832,-34.5965227,-58.3871697,4.0,3.0,137.0,120.0,0,1,0
3834,-34.5953909,-58.4032702,3.0,2.0,58.0,58.0,0,1,0
3836,-34.5913005,-58.3957616,5.0,3.0,167.0,167.0,0,1,0
3837,-34.5887933033,-58.3991390233,4.0,3.0,112.0,106.0,0,1,0
3840,-34.5897354,-58.3834643,4.0,3.0,132.0,124.0,0,1,0
3842,-34.5961142,-58.4019701,1.0,1.0,33.0,33.0,0,1,0
3844,-34.5955862,-58.4127103,3.0,2.0,44.0,44.0,0,1,0
3845,-34.5861076,-58.4047626,2.0,1.0,40.0,40.0,0,1,0
3847,-34.6012275937,-58.3970546722,1.0,1.0,23.0,23.0,0,1,0
3848,-34.5974265,-58.4101074,1.0,1.0,39.0,34.0,0,1,0
3849,-34.589767,-58.409774,2.0,1.0,49.0,46.0,0,1,0
3850,-34.5862267,-58.4024522,1.0,1.0,26.0,23.0,0,1,0
3851,-34.6185172138,-58.348903656,3.0,2.0,65.0,65.0,0,1,0
3852,-34.5929307,-58.3845041,3.0,2.0,100.0,89.0,0,1,0
3856,-34.5453173,-58.4763576,1.0,1.0,28.0,25.0,0,1,0
3857,-34.553717,-58.48689,3.0,2.0,69.0,59.0,0,1,0
3858,-34.5498701,-58.4843381,4.0,3.0,97.0,94.0,0,1,0
3862,-34.6006433,-58.4063476,2.0,1.0,35.0,35.0,0,1,0
3865,-34.6042399,-58.4090429,3.0,2.0,70.0,70.0,0,1,0
3867,-34.6105351195,-58.3971405029,2.0,1.0,44.0,44.0,0,1,0
3870,-34.6106818,-58.4587183,3.0,2.0,67.0,63.0,0,1,0
3872,-34.6243322,-58.4482115,4.0,3.0,155.0,155.0,0,1,0
3874,-34.614261,-58.432154,3.0,1.0,45.0,39.0,0,1,0
3876,-34.6168535,-58.4296434,2.0,1.0,38.0,38.0,0,1,0
3877,-34.6176905,-58.4605918,4.0,3.0,111.0,105.0,0,1,0
3879,-34.6158104,-58.4382605,3.0,2.0,76.0,70.0,0,1,0
3883,-34.6216065,-58.4464923,4.0,3.0,84.0,78.0,0,1,0
3884,-34.6200373,-58.4564358,3.0,2.0,75.0,70.0,0,1,0
3888,-34.611567,-58.374021,1.0,1.0,63.0,59.0,0,1,0
3889,-34.6094989,-58.3792863,3.0,2.0,63.0,63.0,0,1,0
3894,-34.6209044,-58.3776968,4.0,2.0,74.0,49.0,0,1,0
3938,-34.593265,-58.3955235,5.0,3.0,155.0,155.0,0,1,0
3940,-34.599724,-58.40562,3.0,2.0,70.0,70.0,0,1,0
3942,-34.587785,-58.400338,5.0,3.0,91.0,91.0,0,1,0
3943,-34.5844530614,-58.4058642153,2.0,1.0,34.0,34.0,0,1,0
3945,-34.5981752808,-58.3848736655,4.0,3.0,115.0,110.0,0,1,0
3952,-34.60068,-58.390927,1.0,1.0,33.0,33.0,0,1,0
3954,-34.6002599,-58.3796887,2.0,1.0,42.0,39.970296363238674,0,1,0
3956,-34.598574,-58.439268,3.0,2.0,77.0,71.0,0,1,0
3960,-34.6038739571,-58.455644846,1.0,1.0,44.0,40.0,0,1,0
3963,-34.6244503086,-58.4663486489,3.0,2.0,79.0,73.0,0,1,0
3965,-34.5934564,-58.5056031,3.0,2.0,75.0,65.0,0,1,0
3966,-34.6096422,-58.5079111,4.0,3.0,94.0,90.0,0,1,0
3968,-34.5943213358,-58.5080981255,3.0,2.0,63.0,57.0,0,1,0
3980,-34.621187,-58.3617989,3.0,2.0,123.0,113.0,0,1,0
3981,-34.603354,-58.3643707,3.0,2.0,195.03525610854302,169.0,0,1,0
3986,-34.6110043,-58.3612753,4.0,3.0,219.16721191753402,185.0,0,1,0
3989,-34.6123355,-58.3609723,3.0,2.0,185.0,180.0,0,1,0
3990,-34.6147558,-58.3616922,2.0,1.0,65.0,65.0,0,1,0
3995,-34.5797269,-58.4634011,2.0,1.0,44.0,36.0,0,1,0
3996,-34.5740385,-58.5006328,2.0,1.0,42.0,40.0,0,1,0
3997,-34.5712787,-58.4794817,2.0,1.0,48.0,42.0,0,1,0
3999,-34.5751485,-58.4838142,2.0,1.0,35.0,35.0,0,1,0
4000,-34.5879869,-58.4759216,1.0,1.0,43.0,39.0,0,1,0
4001,-34.5740385,-58.5006328,1.0,1.0,27.0,25.0,0,1,0
4004,-34.5724702858,-58.4821880856,3.0,2.0,83.0,75.0,0,1,0
4007,-34.5740385,-58.5006328,2.0,1.0,56.0,39.0,0,1,0
4009,-34.5775953,-58.47442,5.0,4.0,110.0,100.0,0,1,0
4035,-34.6322764,-58.4320656,2.0,1.0,47.0,47.0,0,1,0
4037,-34.6325185,-58.4095084,3.0,2.0,88.0,76.0,0,1,0
4039,-34.612362,-58.4918946,1.0,1.0,44.0,39.0,0,1,0
4041,-34.6100571,-58.465636,2.0,1.0,45.0,40.0,0,1,0
4051,-34.6069323301,-58.4743988514,5.0,2.0,257.0,195.0,0,1,0
4109,-34.6128063151,-58.4220721129,4.0,3.0,150.0,133.0,0,0,1
4110,-34.6513202,-58.523516,3.0,2.0,82.0,49.0,0,0,1
4111,-34.5822838,-58.4328261,1.0,1.0,92.0,92.0,0,0,1
4131,-34.6267316,-58.4361127,2.0,1.0,72.0,50.0,0,0,1
4146,-34.5975179932,-58.4290431857,3.0,2.0,73.0,53.0,0,0,1
4148,-34.5733511,-58.4842225,5.0,3.0,191.69378013843664,150.0,0,0,1
4274,-34.6212064,-58.4708775,7.0,3.0,395.0,283.0,1,0,0
4287,-34.6200181,-58.4211942,6.0,4.0,323.0,212.0,1,0,0
4324,-34.5885045,-58.4407608,4.0,3.0,366.0,210.0,1,0,0
4326,-34.5962499,-58.4294214,6.0,5.0,193.0,193.0,1,0,0
4381,-34.6584048,-58.5129807,3.0,2.0,216.28453335069707,190.0,1,0,0
4443,-34.6010485,-58.5179249,6.0,5.0,375.0,259.5588649781219,1,0,0
4479,-34.599459,-58.4843252,5.0,4.0,239.0,139.0,1,0,0
4688,-34.6254548,-58.4152688,3.0,2.0,54.0,52.0,0,1,0
4689,-34.6391031,-58.4157184,3.0,2.0,99.0,66.0,0,1,0
4722,-34.6265921,-58.4667586,3.0,2.0,65.0,65.0,0,1,0
4725,-34.6362907,-58.4704939,2.0,1.0,42.0,39.0,0,1,0
4726,-34.6179113,-58.4799324,3.0,2.0,49.0,46.0,0,1,0
4748,-34.547958821015854,-58.46512206172291,1.0,1.0,43.0,38.0,0,1,0
4751,-34.547958821015854,-58.46512206172291,2.0,1.0,56.0,44.0,0,1,0
4752,-34.538156,-58.469849,3.0,2.0,52.0,52.0,0,1,0
4755,-34.5414059,-58.4642932,3.0,2.0,146.0,140.0,0,1,0
4756,-34.5472218932,-58.4692217953,1.0,1.0,30.0,24.0,0,1,0
4757,-34.5503929,-58.4677054,1.0,1.0,49.0,49.0,0,1,0
4760,-34.5939501,-58.3799281,3.0,2.0,95.87196231182422,71.0,0,1,0
4761,-34.5978924,-58.3767914,1.0,1.0,25.0,25.0,0,1,0
4763,-34.6043779,-58.4317992,1.0,1.0,39.0,36.0,0,1,0
4765,-34.6067862,-58.4433584,3.0,2.0,125.0,85.0,0,1,0
4766,-34.60749084334124,-58.42187659886588,2.0,1.0,34.0,34.0,0,1,0
4768,-34.6067862,-58.4433584,2.0,1.0,50.0,47.0,0,1,0
4769,-34.60749084334124,-58.42187659886588,3.0,2.0,80.0,73.0,0,1,0
4772,-34.60749084334124,-58.42187659886588,2.0,1.0,34.0,34.0,0,1,0
4774,-34.6078481,-58.44245,4.0,3.0,120.0,110.0,0,1,0
4777,-34.60749084334124,-58.42187659886588,2.0,1.0,34.0,34.0,0,1,0
4778,-34.6042021,-58.426116,1.0,1.0,36.0,32.0,0,1,0
4779,-34.6042021,-58.426116,1.0,1.0,36.0,32.0,0,1,0
4781,-34.6168798,-58.4248271,4.0,3.0,73.0,73.0,0,1,0
4782,-34.6043291,-58.4181268,2.0,1.0,58.0,46.0,0,1,0
4784,-34.6064996,-58.4356338,2.0,2.0,44.0,44.0,0,1,0
4785,-34.561966,-58.4823493,1.0,1.0,35.0,20.943740028315545,0,1,0
4786,-34.5614349,-58.4670404,3.0,2.0,87.0,68.0,0,1,0
4791,-34.5800605,-58.4395272,2.0,1.0,57.0,57.0,0,1,0
4797,-34.5693392,-58.4313457,3.0,2.0,111.0,94.0,0,1,0
4800,-34.565974,-58.4338317,5.0,4.0,319.0,300.0,0,1,0
4801,-34.5787331,-58.4285014,3.0,2.0,65.0,65.0,0,1,0
4803,-34.5968158,-58.415647,3.0,2.0,62.0,54.0,0,1,0
4805,-34.5685996,-58.4381586,4.0,3.0,133.1582326040534,100.0,0,1,0
4808,-34.5887429,-58.4207631,3.0,2.0,81.0,65.0,0,1,0
4811,-34.5798253948,-58.4245109471,1.0,1.0,46.0,41.0,0,1,0
4812,-34.5830600075,-58.444410681,1.0,1.0,43.56056931438437,35.0,0,1,0
4814,-34.5905096,-58.4186555,3.0,2.0,52.0,52.0,0,1,0
4815,-34.5714948718,-58.4343061793,4.0,3.0,97.0,80.0,0,1,0
4819,-34.5814184026,-58.4328653392,1.0,1.0,33.0,33.0,0,1,0
4821,-34.5813718,-58.4234583,1.0,1.0,37.0,32.0,0,1,0
4822,-34.585392,-58.4249489,3.0,2.0,73.0,67.0,0,1,0
4824,-34.5848485,-58.416041,4.0,3.0,141.0,130.0,0,1,0
4826,-34.5671719,-58.4306338,5.0,4.0,390.0,390.0,0,1,0
4827,-34.5818342978242,-58.42465082921276,3.0,2.0,120.0,120.0,0,1,0
4830,-34.5848570748,-58.4221434365,3.0,2.0,44.0,40.0,0,1,0
4831,-34.5845219,-58.4134053,2.0,1.0,44.0,44.0,0,1,0
4833,-34.5794111,-58.4106675,7.0,5.0,300.0,300.0,0,1,0
4837,-34.5823231,-58.4129443,2.0,1.0,42.0,40.0,0,1,0
4845,-34.5776471,-58.4060644,5.0,4.0,250.0,236.0,0,1,0
4847,-34.5815016,-58.4048505,4.0,3.0,130.0,118.0,0,1,0
4850,-34.5818342978242,-58.42465082921276,6.0,4.0,235.0,157.0,0,1,0
4856,-34.5804475,-58.4151059,2.0,1.0,55.0,50.0,0,1,0
4858,-34.567888539,-58.4338702239,1.0,1.0,48.0,33.0,0,1,0
4927,-34.6437702,-58.3740908,3.0,2.0,76.0,72.0,0,1,0
4930,-34.5666792,-58.4411546,4.0,2.0,149.0,134.0,0,1,0
4931,-34.5659558,-58.4586659,4.0,3.0,112.92082570676386,80.0,0,1,0
4933,-34.5570011,-58.4458401,2.0,1.0,66.0,54.0,0,1,0
4935,-34.563052,-58.4462053,4.0,3.0,171.0,171.0,0,1,0
4939,-34.5652908,-58.4509123,2.0,1.0,73.0,66.0,0,1,0
4941,-34.5609551476,-58.4598069995,2.0,1.0,33.0,33.0,0,1,0
4943,-34.5648004,-58.4446307,5.0,4.0,246.0,245.0,0,1,0
4947,-34.5672124609,-58.452176327,3.0,2.0,78.0,63.0,0,1,0
4949,-34.5639931,-58.4511424,3.0,2.0,65.0,61.0,0,1,0
4952,-34.5673786,-58.4726248,2.0,1.0,68.0,43.0,0,1,0
4953,-34.5674865,-58.4684846,2.0,1.0,46.0,42.0,0,1,0
4955,-34.5637622,-58.4583558,2.0,1.0,37.0,35.0,0,1,0
4957,-34.5654646,-58.4444262,5.0,4.0,253.0,212.0,0,1,0
4959,-34.5721594,-58.4331853,2.0,1.0,35.0,32.0,0,1,0
4960,-34.5598733,-58.4492538,4.0,3.0,133.0,127.0,0,1,0
4961,-34.5570397,-58.4603833,3.0,2.0,70.0,65.0,0,1,0
4963,-34.553702,-58.4471263,2.0,1.0,48.0,46.0,0,1,0
4965,-34.56251995666168,-58.453841022697546,1.0,1.0,42.54869896951989,34.0,0,1,0
4969,-34.5634382343,-58.4514793446,4.0,3.0,145.0,145.0,0,1,0
5017,-34.5947627,-58.3901869,1.0,1.0,41.0,41.0,0,1,0
5021,-34.5913193,-58.3893255,2.0,1.0,52.51446995040818,36.0,0,1,0
5022,-34.5916650014,-58.39698457,4.0,3.0,77.0,70.0,0,1,0
5026,-34.600893,-58.3925984,1.0,1.0,23.0,23.0,0,1,0
5028,-34.5934098,-58.3917109,3.0,2.0,83.0,77.0,0,1,0
5036,-34.5460109,-58.4801405,2.0,1.0,40.0,37.0,0,1,0
5037,-34.5529588,-58.4774736,2.0,1.0,42.0,36.0,0,1,0
5045,-34.61880110829379,-58.44193100337841,2.0,1.0,51.0,45.0,0,1,0
5046,-34.61880110829379,-58.44193100337841,2.0,1.0,42.0,38.0,0,1,0
5047,-34.6186086555,-58.4502586525,3.0,3.0,86.0,75.0,0,1,0
5048,-34.6067862,-58.4433584,4.0,3.0,150.0,105.0,0,1,0
5051,-34.6067862,-58.4433584,2.0,1.0,50.0,47.0,0,1,0
5052,-34.6200165,-58.4605585,1.0,1.0,46.0,46.0,0,1,0
5053,-34.6187852416,-58.4501728218,4.0,4.0,111.0,105.0,0,1,0
5054,-34.61880110829379,-58.44193100337841,2.0,1.0,42.0,38.0,0,1,0
5060,-34.6228416,-58.431653,2.0,1.0,54.0,50.0,0,1,0
5067,-34.61880110829379,-58.44193100337841,2.0,1.0,51.0,45.0,0,1,0
5068,-34.6067862,-58.4433584,3.0,2.0,125.0,85.0,0,1,0
5069,-34.61880110829379,-58.44193100337841,3.0,2.0,60.0,55.0,0,1,0
5072,-34.6187852416,-58.4501728218,4.0,4.0,111.0,105.0,0,1,0
5074,-34.6226573,-58.4416593,4.0,3.0,92.0,80.0,0,1,0
5076,-34.61880110829379,-58.44193100337841,3.0,2.0,60.0,55.0,0,1,0
5078,-34.5859076,-58.4485553,2.0,1.0,53.0,42.0,0,1,0
5082,-34.6173761,-58.3788979,1.0,1.0,34.0,31.0,0,1,0
5083,-34.6249632,-58.3675318,2.0,1.0,45.0,41.0,0,1,0
5089,-34.574708654,-58.4377326048,2.0,1.0,66.0,66.0,0,1,0
5090,-34.5760225,-58.4483554,2.0,1.0,76.0,55.965049384079606,0,1,0
5091,-34.5826986,-58.4403733,3.0,1.0,101.0,101.0,0,1,0
5092,-34.5741918,-58.4416639,2.0,1.0,44.0,37.0,0,1,0
5095,-34.5806783,-58.4599409,3.0,2.0,75.0,63.0,0,1,0
5123,-34.5854857,-58.4436395,1.0,1.0,39.0,36.0,0,1,0
5127,-34.59343876320982,-58.40202233299449,5.0,3.0,310.0,310.0,0,1,0
5135,-34.5879242,-58.4400358,1.0,1.0,39.0,33.0,0,1,0
5136,-34.5910723,-58.3977769,4.0,3.0,87.0,80.0,0,1,0
5140,-34.621228,-58.5152412,1.0,1.0,38.0,35.0,0,1,0
5146,-34.6009152,-58.3725058,2.0,1.0,38.0,38.0,0,1,0
5149,-34.6079058,-58.3916439,1.0,1.0,29.0,29.0,0,1,0
5153,-34.603367558798496,-58.38327200812494,1.0,1.0,22.0,14.828099167405778,0,1,0
5154,-34.6044771,-58.4483274,3.0,2.0,50.0,44.0,0,1,0
5156,-34.6067862,-58.4433584,4.0,3.0,150.0,105.0,0,1,0
5158,-34.6067862,-58.4433584,3.0,2.0,125.0,85.0,0,1,0
5160,-34.5979593,-58.442389,2.0,1.0,37.0,34.0,0,1,0
5162,-34.6078481,-58.44245,4.0,3.0,120.0,110.0,0,1,0
5164,-34.5959277,-58.4407441,2.0,1.0,46.0,46.0,0,1,0
5165,-34.6020444,-58.4327223,4.0,3.0,97.0,91.0,0,1,0
5169,-34.6161923,-58.51963,3.0,2.0,59.0,49.0,0,1,0
5170,-34.5987437,-58.5034328,4.0,3.0,115.0,105.0,0,1,0
5190,-34.6093618,-58.362203,4.0,3.0,214.0,152.3519671887575,0,1,0
5196,-34.587918,-58.4666006,1.0,1.0,31.0,27.0,0,1,0
5197,-34.587918,-58.4666006,2.0,1.0,55.0,46.0,0,1,0
5199,-34.5734448,-58.4838358,2.0,1.0,52.0,40.0,0,1,0
5204,-34.5752787,-58.4842026,3.0,2.0,90.0,76.0,0,1,0
5206,-34.5800101,-58.4890775,3.0,2.0,70.0,70.0,0,1,0
5209,-34.5700732343,-58.476163254,3.0,1.0,170.0,69.0,0,1,0
5212,-34.5820371971,-58.473132948,1.0,1.0,40.0,33.0,0,1,0
5213,-34.5736805,-58.4805852,3.0,2.0,125.0,75.0,0,1,0
5270,-34.5981385,-58.4887738,3.0,2.0,95.0,65.0,0,1,0
5272,-34.58444760742409,-58.501471702836206,3.0,2.0,55.0,55.0,0,1,0
5273,-34.5801573,-58.5042277,3.0,2.0,152.0,95.0,0,1,0
5274,-34.5817325,-58.4938011,3.0,2.0,110.0,51.0,0,1,0
5358,-34.5914113,-58.4920736,3.0,2.0,136.0,102.0,0,0,1
5360,-34.5728866,-58.4491626,3.0,2.0,54.0,53.0,0,0,1
5366,-34.6255861,-58.5140775,2.0,1.0,93.0,46.0,0,0,1
5367,-34.6255861,-58.5140775,2.0,1.0,99.0,49.0,0,0,1
5376,-34.5757965,-58.4797998,6.0,5.0,241.0,177.0,0,0,1
5386,-34.6033209,-58.4786787,5.0,4.0,160.0,126.0,0,0,1
5558,-34.547958821015854,-58.46512206172291,4.0,3.0,249.0,136.0,1,0,0
5611,-34.5760063,-58.4561741,5.0,4.0,305.0,250.0,1,0,0
5642,-34.5683327,-58.4707863,5.0,4.0,420.0,420.0,1,0,0
5643,-34.5760063,-58.4561741,5.0,4.0,305.0,250.0,1,0,0
5662,-34.5517795551,-58.4898176132,3.0,2.0,206.0,103.0,1,0,0
5668,-34.6141851,-58.4627444,6.0,4.0,313.0,230.39196241070607,1,0,0
5676,-34.629318,-58.5261719,3.0,2.0,181.0,116.0,1,0,0
5751,-34.6640528,-58.483801,4.0,3.0,300.0,300.0,1,0,0
5763,-34.5760063,-58.4561741,5.0,4.0,305.0,250.0,1,0,0
5963,-34.6286199,-58.366709,2.0,1.0,43.0,43.0,0,1,0
5964,-34.6070644,-58.4034955,3.0,2.0,63.0,58.0,0,1,0
5966,-34.606054246096555,-58.403865630597316,3.0,2.0,51.0,51.0,0,1,0
5968,-34.5986301,-58.4120684,3.0,2.0,79.6820367939926,55.0,0,1,0
6034,-34.62859968478451,-58.46320900035563,2.0,1.0,43.0,33.0,0,1,0
6054,-34.5497866,-58.4639586,3.0,2.0,166.0,94.0,0,1,0
6055,-34.5516843,-58.4612674,3.0,2.0,80.0,73.58030398186972,0,1,0
6057,-34.5561416,-58.4689989,3.0,2.0,71.0,57.0,0,1,0
6058,-34.5440305,-58.4624253,3.0,2.0,75.0,71.22813441998134,0,1,0
6062,-34.5981708,-58.3782478,2.0,1.0,32.0,32.0,0,1,0
6063,-34.5981708,-58.3782478,2.0,1.0,32.0,32.0,0,1,0
6066,-34.6059299,-58.4183788,2.0,1.0,48.0,44.0,0,1,0
6067,-34.6000519,-58.4257189,2.0,1.0,33.0,33.0,0,1,0
6071,-34.6120656,-58.4284379,3.0,2.0,54.0,54.0,0,1,0
6072,-34.6115346,-58.4140005,4.0,3.0,81.0,73.0,0,1,0
6073,-34.6000519,-58.4257189,2.0,1.0,33.0,33.0,0,1,0
